id_fuzz,url,payload,method,resp_status_code,resp_content_length,resp_time_elapsed,type_payload,payload,observation_status_code,observation_search_file_not_found,observation_search_no_such_file,observation_search_uid,observation_search_gid,observation_search_groups,observation_search_gpermission_denied,observation_search_whoami,observation_search_root,observation_daemon,observation_error,observation_exception,observation_illegal,observation_invalid,observation_fail,observation_stack,observation_access,observation_directory,observation_not_found,observation_unknown,observation_ODBC,observation_SQL,observation_quotation_mark,observation_syntax,observation_ORA,observation_111111,observation_time_delay,observation_content_length
id_fuzz_1,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00007,||/usr/bin/id;,POST,200,403,0:00:00.004073,cmdi,||/usr/bin/id;,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_1,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00007,;id|,POST,200,403,0:00:00.007001,cmdi,;id|,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_1,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00007,;|/usr/bin/id|,POST,200,403,0:00:00.005847,cmdi,;|/usr/bin/id|,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_1,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00007,"
/bin/ls -al
",POST,200,403,0:00:00.026445,cmdi,"
/bin/ls -al
",200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_1,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00007,"
/usr/bin/id
",POST,200,403,0:00:00.004942,cmdi,"
/usr/bin/id
",200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_1,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00007,"
id
",POST,200,403,0:00:00.004013,cmdi,"
id
",200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_1,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00007,"
/usr/bin/id;",POST,200,403,0:00:00.003308,cmdi,"
/usr/bin/id;",200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_1,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00007,"
id;",POST,200,403,0:00:00.003929,cmdi,"
id;",200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_1,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00007,"
/usr/bin/id|",POST,200,403,0:00:00.004609,cmdi,"
/usr/bin/id|",200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_1,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00007,"
id|",POST,200,403,0:00:00.003006,cmdi,"
id|",200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_1,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00007,";/usr/bin/id
",POST,200,403,0:00:00.007090,cmdi,";/usr/bin/id
",200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_1,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00007,";id
",POST,200,403,0:00:00.003901,cmdi,";id
",200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_1,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00007,"|usr/bin/id
",POST,200,403,0:00:00.003375,cmdi,"|usr/bin/id
",200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_1,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00007,"|nid
",POST,200,403,0:00:00.007455,cmdi,"|nid
",200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_1,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00007,`id`,POST,200,403,0:00:00.003835,cmdi,`id`,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_1,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00007,`/usr/bin/id`,POST,200,403,0:00:00.003858,cmdi,`/usr/bin/id`,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_1,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00007,a);id,POST,200,403,0:00:00.015906,cmdi,a);id,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_1,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00007,a;id,POST,200,403,0:00:00.004460,cmdi,a;id,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_1,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00007,a);id;,POST,200,403,0:00:00.015761,cmdi,a);id;,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_1,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00007,a;id;,POST,200,403,0:00:00.008846,cmdi,a;id;,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_1,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00007,a);id|,POST,200,403,0:00:00.003598,cmdi,a);id|,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_1,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00007,a;id|,POST,200,403,0:00:00.003515,cmdi,a;id|,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_1,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00007,a)|id,POST,200,403,0:00:00.006543,cmdi,a)|id,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_1,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00007,a|id,POST,200,403,0:00:00.009148,cmdi,a|id,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_1,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00007,a)|id;,POST,200,403,0:00:00.005114,cmdi,a)|id;,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_1,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00007,a|id,POST,200,403,0:00:00.003605,cmdi,a|id,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_1,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00007,|/bin/ls -al,POST,200,403,0:00:00.003247,cmdi,|/bin/ls -al,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_1,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00007,a);/usr/bin/id,POST,200,403,0:00:00.003125,cmdi,a);/usr/bin/id,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_1,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00007,a;/usr/bin/id,POST,200,403,0:00:00.003091,cmdi,a;/usr/bin/id,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_1,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00007,a);/usr/bin/id;,POST,200,403,0:00:00.012649,cmdi,a);/usr/bin/id;,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_1,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00007,a;/usr/bin/id;,POST,200,403,0:00:00.003422,cmdi,a;/usr/bin/id;,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_1,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00007,a);/usr/bin/id|,POST,200,403,0:00:00.005265,cmdi,a);/usr/bin/id|,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_1,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00007,a;/usr/bin/id|,POST,200,403,0:00:00.010643,cmdi,a;/usr/bin/id|,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_1,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00007,a)|/usr/bin/id,POST,200,403,0:00:00.005649,cmdi,a)|/usr/bin/id,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_1,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00007,a|/usr/bin/id,POST,200,403,0:00:00.013627,cmdi,a|/usr/bin/id,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_1,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00007,a)|/usr/bin/id;,POST,200,403,0:00:00.003812,cmdi,a)|/usr/bin/id;,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_1,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00007,a|/usr/bin/id,POST,200,403,0:00:00.003548,cmdi,a|/usr/bin/id,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_1,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00007,;system('cat%20/etc/passwd'),POST,200,403,0:00:00.009287,cmdi,;system('cat%20/etc/passwd'),200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_1,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00007,;system('id'),POST,200,403,0:00:00.008022,cmdi,;system('id'),200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_1,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00007,;system('/usr/bin/id'),POST,200,403,0:00:00.004090,cmdi,;system('/usr/bin/id'),200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_1,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00007,%0Acat%20/etc/passwd,POST,200,403,0:00:00.005850,cmdi,%0Acat%20/etc/passwd,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_1,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00007,%0A/usr/bin/id,POST,200,403,0:00:00.008550,cmdi,%0A/usr/bin/id,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_1,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00007,%0Aid,POST,200,403,0:00:00.003156,cmdi,%0Aid,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_1,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00007,%0A/usr/bin/id%0A,POST,200,403,0:00:00.003788,cmdi,%0A/usr/bin/id%0A,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_1,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00007,%0Aid%0A,POST,200,403,0:00:00.004804,cmdi,%0Aid%0A,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_1,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00007,& ping -i 30 127.0.0.1 &,POST,200,403,0:00:00.003724,cmdi,& ping -i 30 127.0.0.1 &,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_1,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00007,& ping -n 30 127.0.0.1 &,POST,200,403,0:00:00.004387,cmdi,& ping -n 30 127.0.0.1 &,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_1,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00007,%0a ping -i 30 127.0.0.1 %0a,POST,200,403,0:00:00.003514,cmdi,%0a ping -i 30 127.0.0.1 %0a,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_1,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00007,`ping 127.0.0.1`,POST,200,403,0:00:00.006164,cmdi,`ping 127.0.0.1`,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_1,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00007,| id,POST,200,403,0:00:00.012390,cmdi,| id,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_1,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00007,& id,POST,200,403,0:00:00.003301,cmdi,& id,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_1,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00007,; id,POST,200,403,0:00:00.003982,cmdi,; id,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_1,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00007,%0a id %0a,POST,200,403,0:00:00.009127,cmdi,%0a id %0a,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_1,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00007,`id`,POST,200,403,0:00:00.012357,cmdi,`id`,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_1,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00007,$;/usr/bin/id,POST,200,403,0:00:00.033566,cmdi,$;/usr/bin/id,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_2,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00015,&lt;!--#exec%20cmd=&quot;/bin/cat%20/etc/passwd&quot;--&gt;,POST,200,313,0:00:00.004791,cmdi,&lt;!--#exec%20cmd=&quot;/bin/cat%20/etc/passwd&quot;--&gt;,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_2,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00015,&lt;!--#exec%20cmd=&quot;/bin/cat%20/etc/shadow&quot;--&gt;,POST,200,313,0:00:00.002899,cmdi,&lt;!--#exec%20cmd=&quot;/bin/cat%20/etc/shadow&quot;--&gt;,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_2,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00015,&lt;!--#exec%20cmd=&quot;/usr/bin/id;--&gt;,POST,200,313,0:00:00.002910,cmdi,&lt;!--#exec%20cmd=&quot;/usr/bin/id;--&gt;,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_2,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00015,&lt;!--#exec%20cmd=&quot;/usr/bin/id;--&gt;,POST,200,313,0:00:00.014633,cmdi,&lt;!--#exec%20cmd=&quot;/usr/bin/id;--&gt;,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
id_fuzz_2,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00015,/index.html|id|,POST,200,313,0:00:00.003756,cmdi,/index.html|id|,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_2,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00015,;id;,POST,200,313,0:00:00.004173,cmdi,;id;,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_2,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00015,;id,POST,200,313,0:00:00.005392,cmdi,;id,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_2,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00015,;netstat -a;,POST,200,313,0:00:00.003669,cmdi,;netstat -a;,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_2,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00015,;id;,POST,200,313,0:00:00.002822,cmdi,;id;,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_2,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00015,|id,POST,200,313,0:00:00.003645,cmdi,|id,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_2,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00015,|/usr/bin/id,POST,200,313,0:00:00.003944,cmdi,|/usr/bin/id,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_2,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00015,|id|,POST,200,313,0:00:00.003201,cmdi,|id|,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_2,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00015,|/usr/bin/id|,POST,200,313,0:00:00.002463,cmdi,|/usr/bin/id|,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_2,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00015,||/usr/bin/id|,POST,200,313,0:00:00.002711,cmdi,||/usr/bin/id|,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_2,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00015,|id;,POST,200,313,0:00:00.002380,cmdi,|id;,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_2,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00015,||/usr/bin/id;,POST,200,313,0:00:00.002350,cmdi,||/usr/bin/id;,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_2,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00015,;id|,POST,200,313,0:00:00.002669,cmdi,;id|,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_2,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00015,;|/usr/bin/id|,POST,200,313,0:00:00.002439,cmdi,;|/usr/bin/id|,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_2,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00015,"
/bin/ls -al
",POST,200,313,0:00:00.003388,cmdi,"
/bin/ls -al
",200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_2,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00015,"
/usr/bin/id
",POST,200,313,0:00:00.004731,cmdi,"
/usr/bin/id
",200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_2,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00015,"
id
",POST,200,313,0:00:00.003152,cmdi,"
id
",200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_2,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00015,"
/usr/bin/id;",POST,200,313,0:00:00.003030,cmdi,"
/usr/bin/id;",200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_2,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00015,"
id;",POST,200,313,0:00:00.007078,cmdi,"
id;",200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_2,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00015,"
/usr/bin/id|",POST,200,313,0:00:00.002801,cmdi,"
/usr/bin/id|",200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_2,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00015,"
id|",POST,200,313,0:00:00.007888,cmdi,"
id|",200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id_fuzz_2,https://localhost:8443/benchmark/cmdi-00/BenchmarkTest00015,";/usr/bin/id
",POST,200,313,0:00:00.003194,cmdi,";/usr/bin/id
",200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
